file name,label,vanti,train \ test,score,vanti label,vanti with context data
V91N8_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-06_16-39-17.BMP,0,0,0,0.58,1,0
V91N6_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-29_14-06-28.BMP,0,0,0,0.86,0,0
V91NE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-25_21-12-58.BMP,0,0,1,0.92,1,0
V91NI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-08_05-41-06.BMP,0,0,0,0.69,1,0
V91NM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-10_09-39-46.BMP,0,0,0,0.52,0,0
V91NQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-30_06-02-42.BMP,0,0,0,0.76,0,0
V91O2_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-28_18-07-23.BMP,0,0,0,0.66,0,0
V91OC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-16_00-33-41.BMP,0,0,0,0.70,0,0
V91OA_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-15_23-01-50.BMP,0,0,0,0.56,0,0
V91OA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-15_23-01-50.BMP,0,0,0,0.94,1,0
V91OC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-16_00-33-41.BMP,0,0,0,0.45,1,0
V91OI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-30_12-57-51.BMP,0,0,1,0.87,1,0
V91OI_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-30_12-57-51.BMP,0,0,1,0.64,1,0
V91OM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-15_19-31-54.BMP,0,0,0,0.94,1,0
V91OK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-06_20-15-24.BMP,0,0,0,0.75,0,0
V91OQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-06_09-32-46.BMP,0,0,0,0.84,0,0
V91OM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-15_19-31-54.BMP,0,1,1,0.23,2,1
V91OO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-19_07-43-40.BMP,0,0,0,0.64,1,0
V91OQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-06_09-32-46.BMP,0,0,0,0.76,1,0
V91OQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-06_09-32-46.BMP,0,0,0,0.50,0,0
V91OW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-07_20-51-36.BMP,0,0,0,0.89,1,0
V91OQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-06_09-32-46.BMP,0,0,0,0.91,1,0
V91P6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-30_16-58-19.BMP,0,0,1,0.88,1,0
V91PA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-12_04-25-12.BMP,0,0,0,0.84,0,0
V91PE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-05_03-19-47.BMP,0,0,0,0.49,1,0
V91PM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-06_08-14-51.BMP,0,0,0,0.40,1,0
V91PQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-21_13-01-27.BMP,0,0,0,0.94,1,0
V91PQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-21_13-01-27.BMP,0,0,1,0.67,1,0
V91PU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-07_21-34-11.BMP,0,0,0,0.47,1,0
V91Q0_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX4DY11SDX9SDY16_2020-09-26_13-53-11.BMP,0,0,0,0.72,0,0
V91Q0_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX12DY10SDX9SDY16_2020-09-26_13-53-11.BMP,0,0,0,0.77,0,0
V91Q0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_10-52-16.BMP,0,0,0,0.44,0,0
V91Q0_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-26_10-52-16.BMP,0,0,1,0.91,1,0
V91Q4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-16_13-59-53.BMP,0,0,1,0.94,1,0
V91QA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_10-03-43.BMP,0,0,0,0.45,1,0
V91QE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_20-15-00 (1).BMP,0,0,0,0.46,1,0
V91QE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_20-15-00.BMP,0,0,0,0.60,1,0
V91QG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-17_16-00-27.BMP,0,0,0,0.86,0,0
V91QG_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-17_16-00-27.BMP,0,0,0,0.86,1,0
V91QM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-08_19-56-58.BMP,0,0,1,0.72,1,0
V91QM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-08_19-56-58.BMP,0,0,0,0.91,1,0
V91QQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-08_14-57-57.BMP,0,0,1,0.76,0,0
V91QU_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-12_04-12-49.BMP,0,0,0,0.45,1,0
V91QY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-15_15-22-50.BMP,0,0,0,0.75,1,0
V91QY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-15_15-22-50.BMP,0,0,0,0.59,1,0
V91R6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-26_10-01-40.BMP,0,0,1,0.43,1,0
V91RC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-16_22-55-29.BMP,0,0,0,0.69,0,0
V91RE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-18_05-09-23.BMP,0,0,0,0.92,0,0
V91RG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-06_07-33-17.BMP,0,0,0,0.58,1,0
V91RE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-18_05-09-23.BMP,0,0,0,0.69,1,0
V91RE_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-18_05-09-23.BMP,0,0,1,0.77,0,0
V91RI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-24_07-51-44.BMP,0,0,0,0.73,0,0
V91RM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-15_04-47-45.BMP,0,0,0,0.85,0,0
V91RO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-09_10-31-12.BMP,0,0,0,0.45,0,0
V91RQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-07_22-12-29.BMP,0,0,0,0.43,0,0
V91RQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-07_22-12-29.BMP,0,0,0,0.53,0,0
V91RQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY13_2020-10-08_21-57-35.BMP,0,0,1,0.91,1,0
V91RW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-15_11-46-36.BMP,0,0,0,0.59,1,0
V91RW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-15_11-46-36.BMP,0,0,0,0.91,0,0
V91S6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-12_04-15-30.BMP,0,0,0,0.85,1,0
V91SA_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-19_06-51-43.BMP,0,0,0,0.51,1,0
V91SA_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-19_06-51-43.BMP,0,0,0,0.67,1,0
V91S6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-12_04-15-30.BMP,0,0,1,0.45,1,0
V91SC_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-18_19-29-32.BMP,0,0,1,0.62,0,0
V91SE_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-15_22-33-19.BMP,0,0,0,0.63,1,0
V91SE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-15_22-33-19.BMP,0,0,0,0.75,0,0
V91SI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-16_22-56-16.BMP,0,0,1,0.58,0,0
V91SG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-19_19-38-05.BMP,0,0,0,0.46,0,0
V91SQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-18_17-26-04.BMP,0,0,1,0.58,0,0
V91SI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-16_22-56-16.BMP,0,0,0,0.50,1,0
V91SK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-28_21-57-13.BMP,0,0,1,0.72,1,0
V91SS_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-12_06-10-24.BMP,0,1,0,0.41,2,1
V91SU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-19_18-57-07.BMP,0,0,0,0.50,0,0
V91T4_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-13_10-38-43.BMP,0,0,1,0.53,0,0
V91T4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-13_10-38-43.BMP,0,0,0,0.56,1,0
V91T6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-06_21-07-27.BMP,0,0,0,0.72,0,0
V91TC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-21_10-08-10.BMP,0,0,0,0.51,0,0
V91TG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-17_00-09-06.BMP,0,0,0,0.88,1,0
V91TI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-16_13-33-49.BMP,0,0,0,0.86,1,0
V91TS_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-19_01-17-21.BMP,0,0,0,0.58,0,0
V91TM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-05_14-25-15.BMP,0,0,0,0.80,1,0
V91U0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-28_00-02-39.BMP,0,0,0,0.53,1,0
V91U0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX7SDY14_2020-10-28_02-00-28.BMP,0,0,0,0.75,0,0
V91U4_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-19_11-24-24.BMP,0,0,0,0.74,0,0
V91U4_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-19_11-24-24.BMP,0,0,1,0.71,1,0
V91UI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-20_04-10-49.BMP,0,0,1,0.86,0,0
V91UM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-19_06-52-24.BMP,0,0,0,0.64,1,0
V91UQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-15_04-42-50.BMP,0,0,0,0.65,1,0
V91UQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-15_04-42-50.BMP,0,0,0,0.54,1,0
V91US_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-31_15-27-53.BMP,0,0,0,0.52,0,0
V91UY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-15_02-34-34.BMP,0,0,1,0.49,1,0
V91V0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_22-31-41.BMP,0,0,0,0.70,0,0
V91UU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-19_14-02-02.BMP,0,0,0,0.51,0,0
V91V0_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-26_22-31-41.BMP,0,0,0,0.45,0,0
V91V6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-15_17-37-36.BMP,0,0,0,0.86,1,0
V91VE_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-29_17-26-58.BMP,0,0,0,0.84,0,0
V91V8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-27_14-11-43.BMP,0,1,0,0.24,2,1
V91VE_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-29_17-26-58.BMP,0,1,0,0.40,2,1
V91VO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-21_14-18-16.BMP,0,0,0,0.85,0,0
V91VO_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-21_14-18-16.BMP,0,0,0,0.43,1,0
V91VS_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-19_12-40-49.BMP,0,0,0,0.78,1,0
V91VU_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-05_04-24-43.BMP,0,0,1,0.41,0,0
V91VY_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-11_23-26-53.BMP,0,0,1,0.90,1,0
V91VY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-11_23-26-53.BMP,0,0,0,0.69,1,0
V91W8_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-01_17-36-27.BMP,0,0,0,0.87,0,0
V91WC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-21_22-04-32.BMP,0,0,0,0.66,1,0
V91WC_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-21_22-04-32.BMP,0,0,0,0.65,1,0
V91WW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-13_13-15-32.BMP,0,0,0,0.74,1,0
V91X2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-16_12-32-00.BMP,0,0,1,0.86,0,0
V91X0_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-18_21-34-48.BMP,0,0,0,0.84,1,0
V91X8_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-09_10-08-41.BMP,0,0,0,0.83,1,0
V91X8_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-09_10-08-41.BMP,0,0,0,0.54,1,0
V91X6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-02_00-43-47.BMP,0,0,0,0.67,1,0
V91XI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-08_13-31-29.BMP,0,0,0,0.82,1,0
V91XO_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-03_01-06-39.BMP,0,0,0,0.42,1,0
V91XS_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-15_01-22-55.BMP,0,0,1,0.90,1,0
V91XY_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-11_22-35-14.BMP,0,0,0,0.92,0,0
V91YA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-19_11-50-46.BMP,0,0,1,0.62,1,0
V91YA_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-19_11-50-46.BMP,0,0,0,0.82,0,0
V91YE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-01_17-38-43.BMP,0,0,0,0.65,0,0
V91YI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-12_05-36-52.BMP,0,0,1,0.94,1,0
V91YS_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-05_01-39-32.BMP,0,0,0,0.79,1,0
V91Z6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-12_17-23-48.BMP,0,0,0,0.75,1,0
V91Z6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-12_17-23-48.BMP,0,0,0,0.93,1,0
V91ZA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-19_07-48-50.BMP,0,0,0,0.89,1,0
V91ZI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-13_02-25-25.BMP,0,0,0,0.89,0,0
V91ZQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-06_09-56-52.BMP,0,1,0,0.18,2,1
V920A_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-18_22-50-57.BMP,0,0,0,0.93,0,0
V91ZU_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-13_01-36-40.BMP,0,0,0,0.48,1,0
V91ZU_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-12_23-22-58.BMP,0,0,1,0.67,0,0
V920E_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-28_00-55-42.BMP,0,0,0,0.86,1,0
V920A_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-18_22-50-57.BMP,0,0,0,0.42,1,0
V920M_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-04_15-04-57.BMP,0,0,1,0.62,0,0
V920M_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-04_15-04-57.BMP,0,0,0,0.61,0,0
V9210_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-28_00-35-06.BMP,0,0,0,0.43,0,0
V921G_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-01_05-37-31.BMP,0,0,0,0.57,1,0
V9212_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-16_01-53-52.BMP,0,0,0,0.78,1,0
V921E_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-08_17-41-59.BMP,0,1,1,0.54,2,1
V921I_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-15_16-04-59.BMP,0,0,0,0.57,1,0
V921K_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-07_22-13-40.BMP,0,0,0,0.40,1,0
V921W_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-13_05-46-46.BMP,0,0,0,0.46,1,0
V921M_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-20_08-37-45.BMP,0,0,1,0.87,1,0
V9224_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-10_18-03-51.BMP,0,0,1,0.44,0,0
V922M_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY13_2020-11-19_23-05-21.BMP,0,0,0,0.58,1,0
V922O_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-10_00-43-19.BMP,0,0,1,0.80,0,0
V9236_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-15_05-34-19.BMP,0,0,1,0.57,0,0
V923A_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-20_15-26-13.BMP,0,0,0,0.75,1,0
V923G_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-21_23-10-32.BMP,0,0,0,0.81,1,0
V923G_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-21_23-10-32.BMP,0,0,0,0.63,1,0
V923O_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-08_13-24-54.BMP,0,0,0,0.69,1,0
V923S_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-06_09-54-06.BMP,0,0,1,0.85,0,0
V923S_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-06_09-54-06.BMP,0,0,0,0.55,1,0
V923S_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-06_09-54-06.BMP,0,0,0,0.57,1,0
V9240_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-08_13-50-08.BMP,0,0,1,0.77,1,0
V9248_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-19_03-56-30.BMP,0,0,0,0.71,1,0
V9248_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-19_03-56-30.BMP,0,0,1,0.53,0,0
V9250_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-16_19-31-09 (1).BMP,0,0,0,0.94,1,0
V9250_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-16_19-31-09.BMP,0,0,0,0.81,0,0
V9250_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-16_19-31-09.BMP,0,0,0,0.84,0,0
V9258_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-06_17-09-38.BMP,0,0,1,0.62,1,0
V925W_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-12_11-21-11.BMP,0,0,1,0.89,0,0
V925Y_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-21_14-21-15.BMP,0,0,0,0.43,1,0
V9260_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-08_17-09-51.BMP,0,0,0,0.64,1,0
V9260_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-08_17-09-51.BMP,0,0,0,0.85,1,0
V926W_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-12_00-39-22.BMP,0,0,1,0.65,1,0
V9286_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-15_02-52-42.BMP,0,0,0,0.69,0,0
V928Y_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-11_22-25-55.BMP,0,0,0,0.69,1,0
V929W_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-16_01-51-11.BMP,0,0,1,0.80,0,0
V929W_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-16_01-51-11.BMP,0,0,1,0.65,1,0
V929M_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-20_15-27-08.BMP,0,0,1,0.68,0,0
V92AC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-05_01-25-21.BMP,0,0,1,0.64,0,0
V92AC_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-05_01-25-21.BMP,0,0,1,0.49,1,0
V92AC_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-05_01-25-21.BMP,0,0,0,0.40,0,0
V92I6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-16_22-57-35.BMP,0,0,0,0.40,0,0
