file name,label,vanti,train \ test,score,vanti label,vanti with pr
1P2YI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-05_06-54-23.BMP,0,0,0,0.54,2,0
1P2YI_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-05_06-54-23.BMP,0,0,0,0.53,1,0
1P2YI_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-05_06-54-23.BMP,0,0,0,0.76,2,0
1P2YI_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-05_06-54-23.BMP,0,0,0,0.70,1,0
1P2YI_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-05_06-54-23.BMP,0,0,1,0.79,2,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-23_00-57-49.BMP,0,0,1,0.54,2,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-23_00-57-49.BMP,0,0,0,0.72,1,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-23_00-57-49.BMP,0,0,1,0.66,1,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-23_00-57-49.BMP,0,0,0,0.94,2,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-23_00-57-49.BMP,0,0,0,0.73,2,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-23_00-57-49.BMP,0,0,0,0.77,2,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-23_00-57-49.BMP,0,0,0,0.43,1,0
1P2YO_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-23_00-57-49.BMP,0,0,1,0.44,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY17_2020-11-18_10-23-03.BMP,0,0,0,0.46,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-18_07-06-00.BMP,0,0,0,0.54,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY17_2020-11-18_10-23-03.BMP,0,0,1,0.79,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_07-06-00.BMP,0,0,0,0.60,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY17_2020-11-18_10-23-03.BMP,0,0,0,0.80,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY17_2020-11-18_10-23-03.BMP,0,0,0,0.41,1,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-18_07-06-00.BMP,0,0,1,0.67,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY17_2020-11-18_10-23-03.BMP,0,0,0,0.56,1,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY17_2020-11-18_10-23-03.BMP,0,0,0,0.87,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-18_07-06-00.BMP,0,0,0,0.85,2,0
1P2YQ_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-18_07-06-00.BMP,0,0,0,0.73,2,0
1P2YS_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-18_04-01-02.BMP,0,0,1,0.53,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,0,0.41,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,0,0.65,1,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,1,0.49,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,1,0.40,1,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,1,0.55,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,0,0.40,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,1,0.63,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,0,0.61,2,0
1P2YU_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-05_05-45-30.BMP,0,0,0,0.70,1,0
1P2Z6_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-22_22-33-00.BMP,0,0,1,0.73,2,0
1P2ZA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-26_19-23-41.BMP,0,0,0,0.76,2,0
1P2ZA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-26_19-23-41.BMP,0,0,0,0.50,2,0
1P2ZA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-26_19-23-41.BMP,0,0,0,0.81,2,0
1P2ZA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-26_19-23-41.BMP,0,0,0,0.86,2,0
1P2ZA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-26_19-23-41.BMP,0,0,0,0.68,2,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-18_12-44-29.BMP,0,0,1,0.74,1,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-18_12-44-29.BMP,0,0,0,0.64,2,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_12-44-29.BMP,0,0,0,0.46,1,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-18_12-44-29.BMP,0,0,0,0.80,1,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-18_12-44-29.BMP,0,0,0,0.65,1,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-18_12-44-29.BMP,0,0,1,0.45,2,0
1P2ZO_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-18_12-44-29.BMP,0,0,0,0.81,2,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-17_04-34-02.BMP,0,0,0,0.65,1,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-17_04-34-02.BMP,0,0,0,0.62,2,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-17_04-34-02.BMP,0,0,0,0.87,2,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-17_04-34-02.BMP,0,0,0,0.44,1,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-17_04-34-02.BMP,0,0,0,0.93,1,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-17_04-34-02.BMP,0,0,0,0.52,2,0
1P2ZS_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-17_04-34-02.BMP,0,0,0,0.76,1,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,1,0.54,1,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-12-13_04-19-14.BMP,0,0,1,0.53,2,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,0,0.93,2,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,0,0.73,1,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,0,0.52,1,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,0,0.85,2,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,0,0.63,2,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-13_04-19-14.BMP,0,0,1,0.68,2,0
1P3A0_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-13_04-19-14.BMP,0,0,0,0.62,2,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-02_17-17-59.BMP,0,0,1,0.46,2,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-02_17-17-59.BMP,0,0,0,0.54,2,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-02_17-17-59.BMP,0,0,1,0.58,1,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-02_17-17-59.BMP,0,0,0,0.66,2,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-02_17-17-59.BMP,0,0,0,0.85,1,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-02_17-17-59.BMP,0,0,0,0.72,2,0
1P3A2_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-02_17-17-59.BMP,0,0,0,0.48,2,0
1P3A4_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-28_03-05-27.BMP,0,0,0,0.47,1,0
1P3A4_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-28_03-05-27.BMP,0,0,0,0.51,2,0
1P3A4_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-28_03-05-27.BMP,0,0,0,0.57,2,0
1P3A4_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-28_03-05-27.BMP,0,0,0,0.81,2,0
1P3A4_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-28_03-05-27.BMP,0,0,0,0.80,1,0
1P3A6_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-07_12-30-12.BMP,0,0,1,0.64,2,0
1P3A6_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-07_12-30-12.BMP,0,0,0,0.73,2,0
1P3A6_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-07_12-30-12.BMP,0,0,0,0.90,1,0
1P3A6_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-07_12-30-12.BMP,0,0,0,0.81,1,0
1P3AC_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-19_01-26-21.BMP,0,0,0,0.89,2,0
1P3AC_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-19_01-26-21.BMP,0,0,0,0.84,2,0
1P3AC_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-19_01-26-21.BMP,0,0,1,0.54,1,0
1P3AC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-19_01-26-21.BMP,0,0,1,0.89,1,0
1P3AC_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-19_01-26-21.BMP,0,0,1,0.68,1,0
1P3AC_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-19_01-26-21.BMP,0,0,0,0.74,1,0
1P3AI_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-12-30_13-51-41.BMP,0,0,1,0.44,1,0
1P3AI_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-30_13-51-41.BMP,0,0,1,0.87,2,0
1P3AI_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-30_13-51-41.BMP,0,0,0,0.94,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-24_06-18-41.BMP,0,0,0,0.83,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-24_06-18-41.BMP,0,0,0,0.52,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-24_06-18-41.BMP,0,0,0,0.83,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-24_06-18-41.BMP,0,0,0,0.62,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-24_06-18-41.BMP,0,0,0,0.69,1,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-24_06-18-41.BMP,0,0,1,0.64,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-24_06-18-41.BMP,0,0,0,0.46,2,0
1P3AM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-24_06-18-41.BMP,0,0,1,0.86,2,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,0,0.41,2,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-12-01_00-53-56.BMP,0,0,0,0.57,1,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,0,0.44,2,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,1,0.57,2,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,0,0.49,1,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,0,0.66,2,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,1,0.64,1,0
1P3B2_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-01_00-53-56.BMP,0,0,0,0.43,2,0
1P3B6_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-18_14-51-44.BMP,0,0,0,0.60,2,0
1P3B6_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-18_14-51-44.BMP,0,0,0,0.43,1,0
1P3B6_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-18_14-51-44.BMP,0,0,0,0.79,2,0
1P3B6_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-18_14-51-44.BMP,0,0,1,0.49,2,0
1P3B6_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-18_14-51-44.BMP,0,0,0,0.62,2,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-18_19-03-51.BMP,0,0,0,0.92,2,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-18_19-03-51.BMP,0,0,1,0.41,2,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_19-03-51.BMP,0,0,0,0.63,2,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-18_19-03-51.BMP,0,0,1,0.44,1,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-18_19-03-51.BMP,0,0,0,0.64,2,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-18_19-03-51.BMP,0,0,0,0.62,1,0
1P3B8_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-18_19-03-51.BMP,0,0,1,0.66,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,0,0.60,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-18_14-57-46.BMP,0,0,0,0.47,1,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,1,0.92,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,0,0.51,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,0,0.41,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,0,0.90,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,0,0.84,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-18_14-57-46.BMP,0,0,1,0.76,2,0
1P3BA_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-18_14-57-46.BMP,0,0,0,0.83,2,0
1P3BE_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-28_02-31-59.BMP,0,0,0,0.41,2,0
1P3BE_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-28_02-31-59.BMP,0,0,0,0.48,1,0
1P3BE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-28_02-31-59.BMP,0,0,0,0.43,2,0
1P3BE_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-28_02-31-59.BMP,0,0,0,0.49,2,0
1P3BE_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-28_02-31-59.BMP,0,0,0,0.71,2,0
1P3BE_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-28_02-31-59.BMP,0,0,0,0.40,2,0
1P3BG_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-12_03-14-31.BMP,0,0,1,0.82,1,0
1P3BG_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-12_03-14-31.BMP,0,0,0,0.93,1,0
1P3BG_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_03-14-31.BMP,0,0,0,0.71,2,0
1P3BG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_03-14-31.BMP,0,0,1,0.70,1,0
1P3BG_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-12_03-14-31.BMP,0,0,0,0.41,1,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,0,0.85,1,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,0,0.40,2,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,0,0.48,2,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,1,0.40,2,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,1,0.94,1,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,1,0.62,1,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-24_22-34-18.BMP,0,0,0,0.94,1,0
1P3BK_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-24_22-34-18.BMP,0,0,0,0.56,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,1,0.67,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-12-22_02-27-50.BMP,0,0,0,0.59,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,0,0.51,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,1,0.91,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,1,0.54,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,0,0.81,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,0,0.74,2,0
1P3BO_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-22_02-27-50.BMP,0,0,0,0.46,2,0
1P3BQ_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-12_15-01-31.BMP,0,0,0,0.59,2,0
1P3BQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_15-01-31.BMP,0,0,1,0.60,1,0
1P3BQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_15-01-31.BMP,0,0,0,0.62,2,0
1P3BQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-12_15-01-31.BMP,0,0,1,0.68,2,0
1P3BQ_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-12_15-01-31.BMP,0,0,0,0.55,2,0
1P3BS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-25_06-34-43.BMP,0,0,0,0.72,1,0
1P3BS_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-25_06-34-43.BMP,0,0,0,0.93,2,0
1P3BS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-25_06-34-43.BMP,0,0,0,0.70,2,0
1P3BS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-25_06-34-43.BMP,0,0,0,0.80,2,0
1P3BS_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-11-25_06-34-43.BMP,0,0,0,0.75,2,0
1P3BU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-22_06-15-11.BMP,0,0,0,0.91,2,0
1P3BU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-22_06-15-11.BMP,0,0,1,0.75,2,0
1P3BU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_06-15-11.BMP,0,0,0,0.62,2,0
1P3BU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_06-15-11.BMP,0,0,1,0.44,1,0
1P3BU_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-22_06-15-11.BMP,0,0,0,0.65,1,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-02_19-48-49.BMP,0,0,0,0.54,2,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-12-02_19-48-49.BMP,0,0,0,0.40,2,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-02_19-48-49.BMP,0,0,0,0.50,1,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-02_19-48-49.BMP,0,0,1,0.71,1,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-02_19-48-49.BMP,0,0,1,0.54,1,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-02_19-48-49.BMP,0,0,1,0.86,2,0
1P3BW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-02_19-48-49.BMP,0,0,0,0.93,1,0
