file name,label,vanti,train \ test,score,vanti with PR
1A1UM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX12SDY42_2020-12-11_09-05-35.JPG,0,0,1,0.60,0
1A1UM_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY16_2020-12-11_09-05-35.JPG,0,1,0,0.37,1
1A1UM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-12-11_09-05-35.JPG,0,0,0,0.92,0
1A1UM_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX2SDY33_2020-12-11_09-05-35.JPG,0,0,0,0.70,0
1A1UM_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-12-11_09-05-35.JPG,0,0,1,0.46,0
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX1SDY11_2020-10-30_04-20-09.JPG,0,1,0,0.56,1
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX8SDY22_2020-10-30_04-20-09.JPG,0,0,0,0.65,0
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-10-30_04-20-09.JPG,0,1,1,0.13,1
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX8SDY11_2020-10-30_04-20-09.JPG,0,1,1,0.52,1
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX7SDY40_2020-10-30_04-20-09.JPG,0,0,1,0.94,0
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-10-30_04-20-09.JPG,0,0,0,0.59,0
1P3IC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX7SDY40_2020-10-30_04-20-09.JPG,0,1,0,0.47,1
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX8SDY22_2020-10-30_03-41-17.JPG,0,1,0,0.38,1
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-10-30_03-41-17.JPG,0,0,0,0.53,0
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-10-30_03-41-17.JPG,0,0,0,0.47,0
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-10-30_03-41-17.JPG,0,0,0,0.54,0
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX6SDY24_2020-10-30_03-41-17.JPG,0,0,1,0.79,0
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-10-30_03-41-17.JPG,0,0,1,0.42,0
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY37_2020-10-30_03-41-17.JPG,0,1,1,0.55,1
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-10-30_03-41-17.JPG,0,0,0,0.42,0
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX11SDY29_2020-10-30_03-41-17.JPG,0,1,0,0.52,1
1P3II_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX7SDY40_2020-10-30_03-41-17.JPG,0,0,0,0.47,0
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX4SDY30_2020-10-30_04-20-17.JPG,0,1,0,0.51,1
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-10-30_04-20-17.JPG,0,0,0,0.70,0
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-10-30_04-20-17.JPG,0,0,0,0.58,0
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX2SDY40_2020-10-30_04-20-17.JPG,0,0,1,0.68,0
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-10-30_04-20-17.JPG,0,1,0,0.54,1
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-10-30_04-20-17.JPG,0,1,0,0.21,1
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX9SDY34_2020-10-30_04-20-17.JPG,0,0,0,0.62,0
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX4SDY9_2020-10-30_04-20-17.JPG,0,0,0,0.83,0
1P3IO_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX8SDY11_2020-10-30_04-20-17.JPG,0,0,1,0.45,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX1SDY11_2020-10-29_20-39-44.JPG,0,0,0,0.78,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY37_2020-10-29_20-39-44.JPG,0,0,1,0.52,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-10-29_20-39-44.JPG,0,0,0,0.69,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-10-29_20-39-44.JPG,0,0,0,0.45,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-10-29_20-39-44.JPG,0,0,1,0.53,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX3SDY20_2020-10-29_20-39-44.JPG,0,1,0,0.44,1
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX3SDY20_2020-10-29_20-39-44.JPG,0,0,0,0.41,0
1P3IQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX13SDY18_2020-10-29_20-39-44.JPG,0,0,0,0.93,0
1P3IW_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX8SDY22_2020-10-22_13-40-22.JPG,0,1,0,0.39,1
1P3IW_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX5SDY16_2020-10-22_13-40-22.JPG,0,1,0,0.13,1
1P3IW_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY16_2020-10-22_13-40-22.JPG,0,1,0,0.42,1
1P3IW_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-10-22_13-40-22.JPG,0,1,0,0.20,1
1P3IW_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX13SDY18_2020-10-22_13-40-22.JPG,0,1,0,0.38,1
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-10-30_04-20-09.JPG,0,1,1,0.29,1
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX6SDY24_2020-10-30_04-20-09.JPG,0,0,1,0.94,0
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-10-30_04-20-09.JPG,0,0,0,0.50,0
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX10SDY15_2020-10-30_04-20-09.JPG,0,0,0,0.61,0
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX10SDY15_2020-10-30_04-20-09.JPG,0,1,0,0.39,1
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-10-30_04-20-09.JPG,0,0,0,0.92,0
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX4SDY9_2020-10-30_04-20-09.JPG,0,1,1,0.24,1
1P3J2_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX7SDY40_2020-10-30_04-20-09.JPG,0,1,0,0.60,1
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX8SDY22_2020-10-31_22-17-31.JPG,0,1,0,0.27,1
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX9SDY34_2020-10-31_22-17-31.JPG,0,0,0,0.54,0
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX12SDY6_2020-10-31_22-17-31.JPG,0,0,1,0.44,0
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX5SDY16_2020-10-31_22-17-31.JPG,0,1,0,0.30,1
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-10-31_22-17-31.JPG,0,1,1,0.28,1
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX10SDY15_2020-10-31_22-17-31.JPG,0,0,0,0.86,0
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-10-31_22-17-31.JPG,0,0,0,0.78,0
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-10-31_22-17-31.JPG,0,0,0,0.86,0
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-10-31_22-17-31.JPG,0,0,0,0.47,0
1P3J4_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX7SDY40_2020-10-31_22-17-31.JPG,0,0,1,0.74,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-10-29_20-59-56.JPG,0,1,1,0.38,1
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX12SDY42_2020-10-29_20-59-56.JPG,0,0,1,0.81,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX9SDY34_2020-10-29_20-59-56.JPG,0,0,0,0.62,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-10-29_20-59-56.JPG,0,0,0,0.87,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX9SDY34_2020-10-29_20-59-56.JPG,0,1,1,0.44,1
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-10-29_20-59-56.JPG,0,1,0,0.51,1
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-10-29_20-59-56.JPG,0,1,0,0.30,1
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX14SDY27_2020-10-29_20-59-56.JPG,0,0,1,0.85,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX7SDY40_2020-10-29_20-59-56.JPG,0,1,1,0.50,1
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX7SDY40_2020-10-29_20-59-56.JPG,0,0,1,0.86,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX3SDY20_2020-10-29_20-59-56.JPG,0,0,0,0.61,0
1P3J6_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX7SDY40_2020-10-29_20-59-56.JPG,0,0,0,0.42,0
1P3JC_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX1SDY11_2020-10-31_07-15-32.JPG,0,0,0,0.94,0
1P3JC_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-10-31_07-15-32.JPG,0,0,0,0.60,0
1P3JC_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX4SDY30_2020-10-31_07-15-32.JPG,0,0,0,0.72,0
1P3JC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-10-31_07-15-32.JPG,0,0,0,0.50,0
1P3JC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-10-31_07-15-32.JPG,0,0,1,0.49,0
1P3JC_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY37_2020-10-31_07-15-32.JPG,0,0,0,0.46,0
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX4SDY30_2020-10-30_00-18-03.JPG,0,0,1,0.79,0
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX4SDY30_2020-10-30_00-18-03.JPG,0,0,1,0.42,0
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX6SDY24_2020-10-30_00-18-03.JPG,0,0,0,0.57,0
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-10-30_00-18-03.JPG,0,0,0,0.40,0
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY37_2020-10-30_00-18-03.JPG,0,0,0,0.49,0
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-10-30_00-18-03.JPG,0,1,0,0.56,1
1P3JE_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX7SDY40_2020-10-30_00-18-03.JPG,0,0,0,0.54,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX4SDY30_2020-10-29_20-39-44.JPG,0,0,0,0.81,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX12SDY42_2020-10-29_20-39-44.JPG,0,1,0,0.42,1
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX12SDY42_2020-10-29_20-39-44.JPG,0,0,0,0.58,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX2SDY40_2020-10-29_20-39-44.JPG,0,1,0,0.25,1
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX6SDY24_2020-10-29_20-39-44.JPG,0,1,0,0.46,1
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX9SDY34_2020-10-29_20-39-44.JPG,0,0,0,0.90,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-10-29_20-39-44.JPG,0,0,1,0.47,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY16_2020-10-29_20-39-44.JPG,0,1,0,0.59,1
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-10-29_20-39-44.JPG,0,1,1,0.33,1
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-10-29_20-39-44.JPG,0,1,1,0.33,1
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX13SDY18_2020-10-29_20-39-44.JPG,0,0,0,0.79,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX13SDY18_2020-10-29_20-39-44.JPG,0,0,1,0.94,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX2SDY33_2020-10-29_20-39-44.JPG,0,0,0,0.83,0
1P3JG_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-10-29_20-39-44.JPG,0,0,0,0.77,0
1P3JI_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX8SDY22_2020-10-22_15-25-04.JPG,0,1,0,0.40,1
1P3JI_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-10-22_15-25-04.JPG,0,1,1,0.25,1
1P3JI_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX14SDY27_2020-10-22_15-25-04.JPG,0,1,0,0.43,1
1P3JI_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX2SDY33_2020-10-22_15-25-04.JPG,0,1,1,0.30,1
1P3JI_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX7SDY40_2020-10-22_15-25-04.JPG,0,1,0,0.46,1
1P3JK_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX1SDY11_2020-10-29_09-29-42.JPG,0,1,0,0.31,1
1P3JK_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-10-29_09-29-42.JPG,0,0,0,0.48,0
1P3JK_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-10-29_09-29-42.JPG,0,1,0,0.37,1
1P3JK_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-10-29_09-29-42.JPG,0,0,1,0.94,0
1P3JK_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-10-29_09-29-42.JPG,0,0,0,0.47,0
1P3JK_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX13SDY18_2020-10-29_09-29-42.JPG,0,0,0,0.53,0
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX12SDY42_2020-10-19_06-14-52.JPG,0,1,0,0.35,1
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX10SDY15_2020-10-19_06-14-52.JPG,0,0,0,0.79,0
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-10-19_06-14-52.JPG,0,1,0,0.18,1
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-10-19_06-14-52.JPG,0,1,1,0.16,1
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-10-19_06-14-52.JPG,0,0,0,0.58,0
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX11SDY29_2020-10-19_06-14-52.JPG,0,1,0,0.44,1
1P3JM_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX7SDY40_2020-10-19_06-14-52.JPG,0,0,0,0.51,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX1SDY11_2020-10-29_09-29-42.JPG,0,0,1,0.59,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX8SDY22_2020-10-29_09-29-42.JPG,0,1,0,0.44,1
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX6SDY24_2020-10-29_09-29-42.JPG,0,0,0,0.90,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY37_2020-10-29_09-29-42.JPG,0,0,0,0.81,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY16_2020-10-29_09-29-42.JPG,0,1,1,0.56,1
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-10-29_09-29-42.JPG,0,1,0,0.50,1
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-10-29_09-29-42.JPG,0,0,0,0.42,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX4SDY9_2020-10-29_09-29-42.JPG,0,0,1,0.86,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX3SDY20_2020-10-29_09-29-42.JPG,0,0,1,0.83,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX13SDY18_2020-10-29_09-29-42.JPG,0,1,0,0.16,1
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX2SDY33_2020-10-29_09-29-42.JPG,0,0,0,0.56,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-10-29_09-29-42.JPG,0,0,0,0.89,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-10-29_09-29-42.JPG,0,1,1,0.29,1
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX3SDY20_2020-10-29_09-29-42.JPG,0,0,0,0.41,0
1P3JO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX7SDY40_2020-10-29_09-29-42.JPG,0,0,0,0.44,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX4SDY30_2020-10-31_19-27-33.JPG,0,1,0,0.29,1
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-10-31_19-27-33.JPG,0,0,0,0.74,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX1SDY11_2020-10-31_19-27-33.JPG,0,0,0,0.46,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY16_2020-10-31_19-27-33.JPG,0,0,1,0.54,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-10-31_19-27-33.JPG,0,0,1,0.67,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-10-31_19-27-33.JPG,0,1,1,0.51,1
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX8SDY11_2020-10-31_19-27-33.JPG,0,0,0,0.66,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX2SDY33_2020-10-31_19-27-33.JPG,0,0,1,0.78,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX2SDY33_2020-10-31_19-27-33.JPG,0,0,1,0.60,0
1P3JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX7SDY40_2020-10-31_19-27-33.JPG,0,0,0,0.66,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-10-19_21-36-38.JPG,0,0,0,0.79,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX12SDY6_2020-10-19_21-36-38.JPG,0,0,0,0.89,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX6SDY24_2020-10-19_21-36-38.JPG,0,1,1,0.56,1
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-10-19_21-36-38.JPG,0,0,0,0.41,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX13SDY45_2020-10-19_21-36-38.JPG,0,0,1,0.88,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX10SDY15_2020-10-19_21-36-38.JPG,0,0,1,0.73,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY37_2020-10-19_21-36-38.JPG,0,0,0,0.42,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-10-19_21-36-38.JPG,0,1,0,0.44,1
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX11SDY29_2020-10-19_21-36-38.JPG,0,0,0,0.93,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-10-19_21-36-38.JPG,0,1,0,0.38,1
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX2SDY33_2020-10-19_21-36-38.JPG,0,0,1,0.93,0
1P3JS_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX13SDY18_2020-10-19_21-36-38.JPG,0,0,1,0.71,0
1P3JU_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX8SDY22_2020-10-28_08-37-32.JPG,0,1,0,0.14,1
1P3JU_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX1SDY11_2020-10-28_08-37-32.JPG,0,1,1,0.35,1
